date,state,candidate,vote_perc,is_nominee,won_state,event_type
2008-06-03,Montana,Dennis Kucinich,0,FALSE,FALSE,primary
2008-06-03,South Dakota,Dennis Kucinich,0,FALSE,FALSE,primary
NA,Texas state convention,Dennis Kucinich,0,FALSE,FALSE,primary
NA,Nebraska county conventions,Dennis Kucinich,0,FALSE,TRUE,primary
NA,Idaho state convention,Dennis Kucinich,0,FALSE,TRUE,caucus
2008-06-14,Iowa state convention,Dennis Kucinich,0,FALSE,TRUE,primary
NA,Washington state convention,Dennis Kucinich,0,FALSE,TRUE,caucus
2008-06-21,Puerto Rico commonwealth convention,Dennis Kucinich,0,FALSE,TRUE,primary
NA,Nebraska state convention,Dennis Kucinich,0,FALSE,TRUE,caucus
2008-01-03,Iowa,Bill Richardson,0,FALSE,FALSE,caucus
2008-01-08,New Hampshire,Bill Richardson,0,FALSE,FALSE,primary
2008-01-15,Michigan,Bill Richardson,0,FALSE,FALSE,primary
2008-01-19,Nevada,Bill Richardson,0,FALSE,FALSE,caucus
2008-01-26,South Carolina,Bill Richardson,0,FALSE,FALSE,primary
2008-01-29,Florida,Bill Richardson,0,FALSE,FALSE,primary
2008-02-05,Alabama,Bill Richardson,0,FALSE,FALSE,primary
2008-02-05,Alaska,Bill Richardson,0,FALSE,FALSE,caucus
2008-02-05,American Samoa,Bill Richardson,0,FALSE,FALSE,caucus
2008-02-05,Arizona,Bill Richardson,0,FALSE,FALSE,primary
2008-02-05,Arkansas,Bill Richardson,0,FALSE,FALSE,primary
2008-02-05,California,Bill Richardson,0,FALSE,FALSE,primary
2008-02-05,Colorado,Bill Richardson,0,FALSE,FALSE,caucus
2008-02-05,Connecticut,Bill Richardson,0,FALSE,FALSE,primary
2008-02-05,Delaware,Bill Richardson,0,FALSE,FALSE,primary
2008-02-05,Georgia,Bill Richardson,0,FALSE,FALSE,primary
2008-02-05,Idaho county,Bill Richardson,0,FALSE,FALSE,caucus
2008-02-05,Illinois,Bill Richardson,0,FALSE,FALSE,primary
2008-02-05,Kansas local unit conventions,Bill Richardson,1,FALSE,FALSE,primary
2008-02-05,Massachusetts,Bill Richardson,30,FALSE,FALSE,primary
2008-02-05,Minnesota,Bill Richardson,17,FALSE,FALSE,caucus
2008-02-05,Missouri,Bill Richardson,4,FALSE,FALSE,primary
2008-02-05,New Jersey,Bill Richardson,18,FALSE,FALSE,primary
2008-02-05,New Mexico,Bill Richardson,14,FALSE,FALSE,caucus
2008-02-05,New York,Bill Richardson,0,FALSE,FALSE,primary
2008-02-05,North Dakota,Bill Richardson,0,FALSE,FALSE,caucus
2008-02-05,Oklahoma,Bill Richardson,2,FALSE,FALSE,primary
2008-02-05,Tennessee,Bill Richardson,4,FALSE,FALSE,primary
2008-02-05,Utah,Bill Richardson,0,FALSE,FALSE,primary
2008-02-09,Louisiana,Bill Richardson,0,FALSE,FALSE,primary
2008-02-09,Nebraska,Bill Richardson,0,FALSE,FALSE,caucus
2008-02-09,U.S. Virgin Islands territorial convention,Bill Richardson,0,FALSE,FALSE,primary
2008-02-09,Washington,Bill Richardson,0,FALSE,FALSE,caucus
2008-02-10,Maine municipal,Bill Richardson,0,FALSE,FALSE,caucus
NA,Democrats Abroad,Bill Richardson,0,FALSE,FALSE,primary
2008-02-12,District of Columbia,Bill Richardson,2,FALSE,FALSE,primary
2008-02-12,Maryland,Bill Richardson,0,FALSE,FALSE,primary
2008-02-12,Virginia,Bill Richardson,2,FALSE,FALSE,primary
2008-02-19,Hawaii,Bill Richardson,0,FALSE,FALSE,caucus
2008-02-19,Wisconsin,Bill Richardson,1,FALSE,FALSE,primary
2008-03-04,Ohio,Bill Richardson,0,FALSE,FALSE,primary
2008-03-04,Rhode Island,Bill Richardson,0,FALSE,FALSE,primary
2008-03-04,Texas,Bill Richardson,10,FALSE,FALSE,primary
2008-03-04,Texas conventions,Bill Richardson,0,FALSE,FALSE,primary
2008-03-04,Vermont,Bill Richardson,0,FALSE,FALSE,primary
2008-03-08,Wyoming county,Bill Richardson,0,FALSE,FALSE,caucus
2008-03-11,Mississippi,Bill Richardson,1,FALSE,FALSE,primary
NA,North Dakota legislative district conventions,Bill Richardson,0,FALSE,TRUE,primary
2008-03-15,Iowa county conventions,Bill Richardson,0,FALSE,FALSE,primary
NA,Colorado county assemblies/conventions,Bill Richardson,0,FALSE,FALSE,primary
2008-03-29,Texas county and senatorial district conventions,Bill Richardson,0,FALSE,FALSE,primary
NA,North Dakota state convention,Bill Richardson,0,FALSE,FALSE,primary
NA,Nevada county conventions,Bill Richardson,0,FALSE,FALSE,primary
2008-04-22,Pennsylvania,Bill Richardson,0,FALSE,FALSE,primary
NA,Washington legislative district,Bill Richardson,0,FALSE,TRUE,caucus
2008-04-26,Iowa district conventions,Bill Richardson,0,FALSE,FALSE,primary
2008-05-03,Guam territorial convention,Bill Richardson,0,FALSE,FALSE,primary
2008-05-06,Indiana,Bill Richardson,0,FALSE,FALSE,primary
2008-05-06,North Carolina,Bill Richardson,0,FALSE,FALSE,primary
2008-05-13,West Virginia,Bill Richardson,0,FALSE,FALSE,primary
NA,Colorado congressional district conventions,Bill Richardson,0,FALSE,FALSE,primary
2008-05-17,Colorado state convention,Bill Richardson,0,FALSE,FALSE,primary
2008-05-17,Kansas state convention,Bill Richardson,0,FALSE,TRUE,primary
2008-05-17,Nevada state convention,Bill Richardson,0,FALSE,FALSE,primary
2008-05-17,Washington congressional district,Bill Richardson,0,FALSE,FALSE,caucus
2008-05-20,Kentucky,Bill Richardson,0,FALSE,FALSE,primary
2008-05-20,Oregon,Bill Richardson,0,FALSE,FALSE,primary
2008-05-24,Alaska state convention,Bill Richardson,0,FALSE,FALSE,primary
2008-05-24,Wyoming state convention,Bill Richardson,0,FALSE,FALSE,primary
2008-05-31,"Maine state convention,",Bill Richardson,0,FALSE,FALSE,caucus
2008-06-01,Puerto Rico,Bill Richardson,0,FALSE,FALSE,primary
2008-06-03,Montana,Bill Richardson,0,FALSE,FALSE,primary
2008-06-03,South Dakota,Bill Richardson,0,FALSE,FALSE,primary
NA,Texas state convention,Bill Richardson,0,FALSE,FALSE,primary
NA,Nebraska county conventions,Bill Richardson,0,FALSE,TRUE,primary
NA,Idaho state convention,Bill Richardson,0,FALSE,TRUE,caucus
2008-06-14,Iowa state convention,Bill Richardson,0,FALSE,TRUE,primary
NA,Washington state convention,Bill Richardson,0,FALSE,TRUE,caucus
2008-06-21,Puerto Rico commonwealth convention,Bill Richardson,0,FALSE,TRUE,primary
NA,Nebraska state convention,Bill Richardson,0,FALSE,TRUE,caucus
2008-01-03,Iowa,Joe Biden,0,FALSE,FALSE,caucus
2008-01-08,New Hampshire,Joe Biden,0,FALSE,FALSE,primary
2008-01-15,Michigan,Joe Biden,0,FALSE,FALSE,primary
2008-01-19,Nevada,Joe Biden,0,FALSE,FALSE,caucus
2008-01-26,South Carolina,Joe Biden,0,FALSE,FALSE,primary
2008-01-29,Florida,Joe Biden,0,FALSE,FALSE,primary
2008-02-05,Alabama,Joe Biden,0,FALSE,FALSE,primary
2008-02-05,Alaska,Joe Biden,0,FALSE,FALSE,caucus
2008-02-05,American Samoa,Joe Biden,0,FALSE,FALSE,caucus
2008-02-05,Arizona,Joe Biden,0,FALSE,FALSE,primary
2008-02-05,Arkansas,Joe Biden,2,FALSE,FALSE,primary
2008-02-05,California,Joe Biden,5,FALSE,FALSE,primary
2008-02-05,Colorado,Joe Biden,0,FALSE,FALSE,caucus
2008-02-05,Connecticut,Joe Biden,1,FALSE,FALSE,primary
2008-02-05,Delaware,Joe Biden,0,FALSE,FALSE,primary
2008-02-05,Georgia,Joe Biden,0,FALSE,FALSE,primary
2008-02-05,Idaho county,Joe Biden,0,FALSE,FALSE,caucus
2008-02-05,Illinois,Joe Biden,0,FALSE,FALSE,primary
2008-02-05,Kansas local unit conventions,Joe Biden,0,FALSE,FALSE,primary
2008-02-05,Massachusetts,Joe Biden,0,FALSE,FALSE,primary
2008-02-05,Minnesota,Joe Biden,0,FALSE,FALSE,caucus
2008-02-05,Missouri,Joe Biden,0,FALSE,FALSE,primary
2008-02-05,New Jersey,Joe Biden,0,FALSE,FALSE,primary
2008-02-05,New Mexico,Joe Biden,0,FALSE,FALSE,caucus
2008-02-05,New York,Joe Biden,0,FALSE,FALSE,primary
2008-02-05,North Dakota,Joe Biden,0,FALSE,FALSE,caucus
2008-02-05,Oklahoma,Joe Biden,0,FALSE,FALSE,primary
2008-02-05,Tennessee,Joe Biden,1,FALSE,FALSE,primary
2008-02-05,Utah,Joe Biden,2,FALSE,FALSE,primary
2008-02-09,Louisiana,Joe Biden,0,FALSE,FALSE,primary
2008-02-09,Nebraska,Joe Biden,0,FALSE,FALSE,caucus
2008-02-09,U.S. Virgin Islands territorial convention,Joe Biden,0,FALSE,FALSE,primary
2008-02-09,Washington,Joe Biden,0,FALSE,FALSE,caucus
2008-02-10,Maine municipal,Joe Biden,0,FALSE,FALSE,caucus
NA,Democrats Abroad,Joe Biden,0,FALSE,FALSE,primary
2008-02-12,District of Columbia,Joe Biden,0,FALSE,FALSE,primary
2008-02-12,Maryland,Joe Biden,0,FALSE,FALSE,primary
2008-02-12,Virginia,Joe Biden,0,FALSE,FALSE,primary
2008-02-19,Hawaii,Joe Biden,0,FALSE,FALSE,caucus
2008-02-19,Wisconsin,Joe Biden,0,FALSE,FALSE,primary
2008-03-04,Ohio,Joe Biden,0,FALSE,FALSE,primary
2008-03-04,Rhode Island,Joe Biden,0,FALSE,FALSE,primary
2008-03-04,Texas,Joe Biden,0,FALSE,FALSE,primary
2008-03-04,Texas conventions,Joe Biden,0,FALSE,FALSE,primary
2008-03-04,Vermont,Joe Biden,0,FALSE,FALSE,primary
2008-03-08,Wyoming county,Joe Biden,0,FALSE,FALSE,caucus
2008-03-11,Mississippi,Joe Biden,0,FALSE,FALSE,primary
NA,North Dakota legislative district conventions,Joe Biden,0,FALSE,TRUE,primary
2008-03-15,Iowa county conventions,Joe Biden,0,FALSE,FALSE,primary
NA,Colorado county assemblies/conventions,Joe Biden,0,FALSE,FALSE,primary
2008-03-29,Texas county and senatorial district conventions,Joe Biden,0,FALSE,FALSE,primary
NA,North Dakota state convention,Joe Biden,0,FALSE,FALSE,primary
NA,Nevada county conventions,Joe Biden,0,FALSE,FALSE,primary
2008-04-22,Pennsylvania,Joe Biden,0,FALSE,FALSE,primary
NA,Washington legislative district,Joe Biden,0,FALSE,TRUE,caucus
2008-04-26,Iowa district conventions,Joe Biden,0,FALSE,FALSE,primary
2008-05-03,Guam territorial convention,Joe Biden,0,FALSE,FALSE,primary
2008-05-06,Indiana,Joe Biden,0,FALSE,FALSE,primary
2008-05-06,North Carolina,Joe Biden,0,FALSE,FALSE,primary
2008-05-13,West Virginia,Joe Biden,0,FALSE,FALSE,primary
NA,Colorado congressional district conventions,Joe Biden,0,FALSE,FALSE,primary
2008-05-17,Colorado state convention,Joe Biden,0,FALSE,FALSE,primary
2008-05-17,Kansas state convention,Joe Biden,0,FALSE,TRUE,primary
2008-05-17,Nevada state convention,Joe Biden,0,FALSE,FALSE,primary
2008-05-17,Washington congressional district,Joe Biden,0,FALSE,FALSE,caucus
2008-05-20,Kentucky,Joe Biden,0,FALSE,FALSE,primary
2008-05-20,Oregon,Joe Biden,0,FALSE,FALSE,primary
2008-05-24,Alaska state convention,Joe Biden,0,FALSE,FALSE,primary
2008-05-24,Wyoming state convention,Joe Biden,0,FALSE,FALSE,primary
2008-05-31,"Maine state convention,",Joe Biden,0,FALSE,FALSE,caucus
2008-06-01,Puerto Rico,Joe Biden,0,FALSE,FALSE,primary
2008-06-03,Montana,Joe Biden,0,FALSE,FALSE,primary
2008-06-03,South Dakota,Joe Biden,0,FALSE,FALSE,primary
NA,Texas state convention,Joe Biden,0,FALSE,FALSE,primary
NA,Nebraska county conventions,Joe Biden,0,FALSE,TRUE,primary
NA,Idaho state convention,Joe Biden,0,FALSE,TRUE,caucus
2008-06-14,Iowa state convention,Joe Biden,0,FALSE,TRUE,primary
NA,Washington state convention,Joe Biden,0,FALSE,TRUE,caucus
2008-06-21,Puerto Rico commonwealth convention,Joe Biden,0,FALSE,TRUE,primary
NA,Nebraska state convention,Joe Biden,0,FALSE,TRUE,caucus
2008-01-03,Iowa,Chris Dodd,0,FALSE,FALSE,caucus
2008-01-08,New Hampshire,Chris Dodd,0,FALSE,FALSE,primary
2008-01-15,Michigan,Chris Dodd,1,FALSE,FALSE,primary
2008-01-19,Nevada,Chris Dodd,0,FALSE,FALSE,caucus
2008-01-26,South Carolina,Chris Dodd,0,FALSE,FALSE,primary
2008-01-29,Florida,Chris Dodd,1,FALSE,FALSE,primary
2008-02-05,Alabama,Chris Dodd,0,FALSE,FALSE,primary
2008-02-05,Alaska,Chris Dodd,0,FALSE,FALSE,caucus
2008-02-05,American Samoa,Chris Dodd,0,FALSE,FALSE,caucus
2008-02-05,Arizona,Chris Dodd,0,FALSE,FALSE,primary
2008-02-05,Arkansas,Chris Dodd,29,FALSE,FALSE,primary
2008-02-05,California,Chris Dodd,39,FALSE,FALSE,primary
2008-02-05,Colorado,Chris Dodd,55,FALSE,FALSE,caucus
2008-02-05,Connecticut,Chris Dodd,51,FALSE,FALSE,primary
2008-02-05,Delaware,Chris Dodd,27,FALSE,FALSE,primary
2008-02-05,Georgia,Chris Dodd,50,FALSE,FALSE,primary
2008-02-05,Idaho county,Chris Dodd,0,FALSE,FALSE,caucus
2008-02-05,Illinois,Chris Dodd,25,FALSE,FALSE,primary
2008-02-05,Kansas local unit conventions,Chris Dodd,0,FALSE,FALSE,primary
2008-02-05,Massachusetts,Chris Dodd,50,FALSE,FALSE,primary
2008-02-05,Minnesota,Chris Dodd,70,FALSE,TRUE,caucus
2008-02-05,Missouri,Chris Dodd,51,FALSE,FALSE,primary
2008-02-05,New Jersey,Chris Dodd,0,FALSE,FALSE,primary
2008-02-05,New Mexico,Chris Dodd,47,FALSE,FALSE,caucus
2008-02-05,New York,Chris Dodd,0,FALSE,FALSE,primary
2008-02-05,North Dakota,Chris Dodd,0,FALSE,FALSE,caucus
2008-02-05,Oklahoma,Chris Dodd,17,FALSE,FALSE,primary
2008-02-05,Tennessee,Chris Dodd,33,FALSE,FALSE,primary
2008-02-05,Utah,Chris Dodd,26,FALSE,FALSE,primary
2008-02-09,Louisiana,Chris Dodd,56,FALSE,FALSE,primary
2008-02-09,Nebraska,Chris Dodd,0,FALSE,FALSE,caucus
2008-02-09,U.S. Virgin Islands territorial convention,Chris Dodd,0,FALSE,FALSE,primary
2008-02-09,Washington,Chris Dodd,0,FALSE,FALSE,caucus
2008-02-10,Maine municipal,Chris Dodd,0,FALSE,FALSE,caucus
NA,Democrats Abroad,Chris Dodd,0,FALSE,FALSE,primary
2008-02-12,District of Columbia,Chris Dodd,0,FALSE,FALSE,primary
2008-02-12,Maryland,Chris Dodd,55,FALSE,FALSE,primary
2008-02-12,Virginia,Chris Dodd,0,FALSE,FALSE,primary
2008-02-19,Hawaii,Chris Dodd,0,FALSE,FALSE,caucus
2008-02-19,Wisconsin,Chris Dodd,36,FALSE,FALSE,primary
2008-03-04,Ohio,Chris Dodd,0,FALSE,FALSE,primary
2008-03-04,Rhode Island,Chris Dodd,0,FALSE,FALSE,primary
2008-03-04,Texas,Chris Dodd,31,FALSE,FALSE,primary
2008-03-04,Texas conventions,Chris Dodd,0,FALSE,FALSE,primary
2008-03-04,Vermont,Chris Dodd,0,FALSE,FALSE,primary
2008-03-08,Wyoming county,Chris Dodd,0,FALSE,FALSE,caucus
2008-03-11,Mississippi,Chris Dodd,36,FALSE,FALSE,primary
NA,North Dakota legislative district conventions,Chris Dodd,0,FALSE,TRUE,primary
2008-03-15,Iowa county conventions,Chris Dodd,0,FALSE,FALSE,primary
NA,Colorado county assemblies/conventions,Chris Dodd,0,FALSE,FALSE,primary
2008-03-29,Texas county and senatorial district conventions,Chris Dodd,0,FALSE,FALSE,primary
NA,North Dakota state convention,Chris Dodd,0,FALSE,FALSE,primary
NA,Nevada county conventions,Chris Dodd,0,FALSE,FALSE,primary
2008-04-22,Pennsylvania,Chris Dodd,0,FALSE,FALSE,primary
NA,Washington legislative district,Chris Dodd,0,FALSE,TRUE,caucus
2008-04-26,Iowa district conventions,Chris Dodd,0,FALSE,FALSE,primary
2008-05-03,Guam territorial convention,Chris Dodd,0,FALSE,FALSE,primary
2008-05-06,Indiana,Chris Dodd,0,FALSE,FALSE,primary
2008-05-06,North Carolina,Chris Dodd,0,FALSE,FALSE,primary
2008-05-13,West Virginia,Chris Dodd,0,FALSE,FALSE,primary
NA,Colorado congressional district conventions,Chris Dodd,0,FALSE,FALSE,primary
2008-05-17,Colorado state convention,Chris Dodd,0,FALSE,FALSE,primary
2008-05-17,Kansas state convention,Chris Dodd,0,FALSE,TRUE,primary
2008-05-17,Nevada state convention,Chris Dodd,0,FALSE,FALSE,primary
2008-05-17,Washington congressional district,Chris Dodd,0,FALSE,FALSE,caucus
2008-05-20,Kentucky,Chris Dodd,0,FALSE,FALSE,primary
2008-05-20,Oregon,Chris Dodd,0,FALSE,FALSE,primary
2008-05-24,Alaska state convention,Chris Dodd,0,FALSE,FALSE,primary
2008-05-24,Wyoming state convention,Chris Dodd,0,FALSE,FALSE,primary
2008-05-31,"Maine state convention,",Chris Dodd,0,FALSE,FALSE,caucus
2008-06-01,Puerto Rico,Chris Dodd,0,FALSE,FALSE,primary
2008-06-03,Montana,Chris Dodd,0,FALSE,FALSE,primary
2008-06-03,South Dakota,Chris Dodd,0,FALSE,FALSE,primary
NA,Texas state convention,Chris Dodd,0,FALSE,FALSE,primary
NA,Nebraska county conventions,Chris Dodd,0,FALSE,TRUE,primary
NA,Idaho state convention,Chris Dodd,0,FALSE,TRUE,caucus
2008-06-14,Iowa state convention,Chris Dodd,0,FALSE,TRUE,primary
NA,Washington state convention,Chris Dodd,0,FALSE,TRUE,caucus
2008-06-21,Puerto Rico commonwealth convention,Chris Dodd,0,FALSE,TRUE,primary
NA,Nebraska state convention,Chris Dodd,0,FALSE,TRUE,caucus
